names,flow,ONs,NH3,NO3,DO,DOCa
41913.58333,0.00000,42097.55,1.985,42097.55,0.044,42097.55,0.219,42097.55,7.76,42170.56,35.72
41913.60417,0.00000,42163.98,7.25,42163.98,0.495,42163.98,0.4885,42163.98,6.77,42171.17,27.95
41913.62500,0.00000,42163.99,6.105,42163.99,0.297,42163.99,0.322,42163.99,6.26,42171.17,34.42
41913.64583,0.00000,42163.99,5.465,42163.99,0.228,42163.99,0.4315,42163.99,6.97,42172.31,46.34
41913.66667,0.00000,42164.02,6.425,42164.02,0.654,42164.02,0.44,42164.02,6.57,42172.31,33.84
41913.68750,0.00000,42164.04,1.94,42164.04,0.129,42164.04,0.235,42164.04,6.71,42172.32,41.14
41913.70833,0.00000,42170.56,5.695,42170.56,0.588,42170.56,0.388,42170.56,7.59,42172.43,6.347
41913.72917,0.00000,42171.17,2.305,42171.17,0.136,42171.17,0.119,42171.17,7.15,42172.73,14.22
41913.75000,0.00000,42171.17,2.325,42171.17,0.308,42171.17,0.189,42171.17,7.75,42172.74,25.67
41913.77083,0.00000,42172.31,3.215,42172.31,0.421,42172.31,0.5315,42172.31,7.62,42172.87,35.78
41913.79167,0.00000,42172.31,2.055,42172.31,0.139,42172.31,0.123,42172.31,7.27,42172.88,23.08
41913.81250,0.00000,42172.32,1.84,42172.32,0.033,42172.32,0.127,42172.32,7.42,42172.88,9.01
41913.83333,0.00000,42172.43,0.69,42172.43,0.006,42172.43,0.08455,42172.43,7.47,42172.88,8.033
41913.85417,0.00000,42172.73,4.76,42172.73,0.009,42172.73,0.01415,42172.73,6.01,42173.43,3.385
41913.87500,1.46795,42172.74,4.27,42172.74,0.010,42172.74,0.0149,42172.74,7.19,42173.81,8.689
41913.89583,1.46795,42172.87,3.775,42172.87,0.012,42172.87,0.0297,42172.87,6.94,42173.87,5.08
41913.91667,3.18055,42172.88,3.415,42172.88,0.010,42172.88,0.2975,42172.88,5.6,42173.89,5.261
41913.93750,3.18055,42172.88,4.165,42172.88,0.014,42172.88,0.01565,42172.88,5.97,42173.90,12.07
41913.95833,3.18055,42172.88,5.02,42172.88,0.004,42172.88,0.0236,42172.88,5.67,42174.49,9.395
41913.97917,3.18055,42173.43,0.507,42173.43,0.003,42173.43,0.0207,42173.43,7.87,42174.50,9.406
41914.00000,3.18055,42173.81,2.175,42173.81,0.042,42173.81,0.556,42173.81,7.08,42174.55,5.465
41914.02083,3.18055,42173.87,4.62,42173.87,0.004,42173.87,0.008135,42173.87,7.12,42174.52,5.246
41914.04167,3.18055,42173.89,2.28,42173.89,0.006,42173.89,0.0119,42173.89,8.06,42174.66,3.872
41914.06250,3.18055,42173.90,2.6,42173.90,0.016,42173.90,0.0214,42173.90,5.83,42175.27,2.318
41914.08333,3.18055,42174.49,3.845,42174.49,0.269,42174.49,0.5645,42174.49,7.63,42175.29,2.04
41914.10417,3.18055,42174.50,2.405,42174.50,0.008,42174.50,0.1285,42174.50,6.83,42175.36,2.146
41914.12500,3.18055,42174.55,3.08,42174.52,0.005,42174.52,0.0579,42174.55,7.58,42175.37,2.737
41914.14583,3.18055,42174.52,1.06,42174.66,0.018,42174.66,1.805,42174.52,9.49,42175.31,2.454
41914.16667,3.18055,42174.66,5.805,42175.27,0.043,42175.27,0.0759,42174.66,7.87,42175.33,2.901
41914.18750,3.18055,42175.27,0.699,42175.29,0.008,42175.29,0.05715,42175.27,4.29,42175.40,2.932
41914.20833,3.18055,42175.29,0.639,42175.36,0.021,42175.36,0.424,42175.29,4.5,42184.22,14.04
41914.22917,3.18055,42175.36,1.13,42175.37,0.036,42175.37,1.285,42175.36,4.36,42184.23,8.95
41914.25000,3.18055,42175.37,1.755,42175.31,0.009,42175.31,0.4575,42175.37,7.17,42184.33,5.691
41914.27083,3.18055,42175.31,0.899,42175.33,0.006,42175.33,1.02,42175.31,7.31,42184.36,2.223
41914.29167,3.18055,42175.33,1.37,42175.40,0.058,42175.40,1.34,42175.33,7.28,42184.36,2.164
41914.31250,3.18055,42175.40,1.755,42184.22,1.050,42184.22,0.95,42175.40,7.36,42184.38,4.638
41914.33333,3.18055,42184.22,4.93,42184.23,0.899,42184.23,0.638,42184.22,7.55,42184.42,4.574
41914.35417,3.18055,42184.23,3.73,42184.33,0.423,42184.33,0.4075,42184.23,7.69,42222.28,5.197
41914.37500,3.18055,42184.33,2.59,42184.36,0.139,42184.36,0.09915,42184.33,7.62,42222.31,2.223
41914.39583,3.18055,42184.36,1.125,42184.36,0.151,42184.36,0.0988,42184.36,7.56,42222.38,4.486
41914.41667,3.18055,42184.36,2.61,42184.38,0.128,42184.38,1.065,42184.36,7.58,42222.42,2.413
41914.43750,3.18055,42184.38,3.325,42184.42,0.483,42184.42,0.3235,42184.38,7.61,42222.46,1.745
41914.45833,3.18055,42184.42,2.63,42222.28,0.367,42222.28,0.5495,42184.42,7.31,42222.63,3.78
41914.47917,3.18055,42222.28,1.355,42222.31,0.132,42222.31,0.1585,42222.28,4.43,42222.80,5.895
41914.50000,3.18055,42222.31,0.8005,42222.38,0.374,42222.38,0.5155,42222.31,4.43,42235.75,25.93
41914.52083,3.18055,42222.38,1.505,42222.42,0.181,42222.42,0.1755,42222.38,7.4,42235.77,3.112
41914.54167,3.18055,42222.42,0.7075,42222.46,0.104,42222.46,0.1765,42222.42,7.36,42235.77,4.163
41914.56250,1.46795,42222.46,0.5485,42222.63,0.242,42222.63,0.408,42222.46,7.36,42235.78,3.682
41914.58333,1.46795,42222.63,1.06,42222.80,0.013,42222.80,1.82,42222.63,7.39,42236.08,6.5
41914.60417,0.00000,42222.80,2.57,42235.75,0.361,42235.75,0.8755,42222.80,4.41,42236.08,3.894
41914.62500,0.00000,42235.75,4.535,42235.77,0.166,42235.77,0.1805,42235.75,6.85,,
41914.64583,0.00000,42235.75,2.575,42235.77,0.201,42235.77,0.2015,42235.75,7.49,,
41914.66667,0.00000,42235.77,0.1945,42235.78,0.205,42235.78,0.3125,42235.77,7.47,,
41914.68750,0.00000,42235.77,0.215,42236.08,0.158,42236.08,0.367,42235.77,7.55,,
41914.70833,0.00000,42235.78,0.5245,42236.08,0.112,42236.08,0.281,42235.78,7.48,,
41914.72917,0.00000,42236.08,1.025,,,,,42236.08,7.45,,
41914.75000,0.00000,42236.08,0.404,,,,,42236.08,7.51,,
41914.77083,0.00000,,,,,,,,,,
41914.79167,0.00000,,,,,,,,,,
41914.81250,0.00000,,,,,,,,,,
41914.83333,0.00000,,,,,,,,,,
41914.85417,0.00000,,,,,,,,,,
41914.87500,0.00000,,,,,,,,,,
41914.89583,0.00000,,,,,,,,,,
41914.91667,0.00000,,,,,,,,,,
41914.93750,0.00000,,,,,,,,,,
41914.95833,0.00000,,,,,,,,,,
41914.97917,0.00000,,,,,,,,,,
41915.00000,0.00000,,,,,,,,,,
41915.02083,0.00000,,,,,,,,,,
41915.04167,0.00000,,,,,,,,,,
41915.06250,1.46795,,,,,,,,,,
41915.08333,1.46795,,,,,,,,,,
41915.10417,3.18055,,,,,,,,,,
41915.12500,3.18055,,,,,,,,,,
41915.14583,3.18055,,,,,,,,,,
41915.16667,3.18055,,,,,,,,,,
41915.18750,3.18055,,,,,,,,,,
41915.20417,11.25425,,,,,,,,,,
41915.20833,14.92411,,,,,,,,,,
41915.21250,7.82904,,,,,,,,,,
41915.22917,5.38247,,,,,,,,,,
41915.25000,3.18055,,,,,,,,,,
41915.27083,3.18055,,,,,,,,,,
41915.28194,7.82904,,,,,,,,,,
41915.28889,19.57260,,,,,,,,,,
41915.29167,14.92411,,,,,,,,,,
41915.29583,7.82904,,,,,,,,,,
41915.31250,5.38247,,,,,,,,,,
41915.33333,5.38247,,,,,,,,,,
41915.35417,3.18055,,,,,,,,,,
41915.37500,5.38247,,,,,,,,,,
41915.39583,3.18055,,,,,,,,,,
41915.41667,3.18055,,,,,,,,,,
41915.43750,3.18055,,,,,,,,,,
41915.45833,3.18055,,,,,,,,,,
41915.47917,3.18055,,,,,,,,,,
41915.50000,3.18055,,,,,,,,,,
41915.52083,3.18055,,,,,,,,,,
41915.53333,11.25425,,,,,,,,,,
41915.53472,30.82685,,,,,,,,,,
41915.53889,14.92411,,,,,,,,,,
41915.54167,11.25425,,,,,,,,,,
41915.54722,5.38247,,,,,,,,,,
41915.56250,3.18055,,,,,,,,,,
41915.58333,3.18055,,,,,,,,,,
41915.60417,3.18055,,,,,,,,,,
41915.62500,3.18055,,,,,,,,,,
41915.64583,3.18055,,,,,,,,,,
41915.66667,3.18055,,,,,,,,,,
41915.68750,3.18055,,,,,,,,,,
41915.70833,3.18055,,,,,,,,,,
41915.72917,3.18055,,,,,,,,,,
41915.75000,3.18055,,,,,,,,,,
41915.77083,3.18055,,,,,,,,,,
41915.79167,3.18055,,,,,,,,,,
41915.81250,3.18055,,,,,,,,,,
41915.83333,3.18055,,,,,,,,,,
41915.85417,3.18055,,,,,,,,,,
41915.87500,3.18055,,,,,,,,,,
41915.89583,3.18055,,,,,,,,,,
41915.90556,11.25425,,,,,,,,,,
41915.90694,196.21536,,,,,,,,,,
41915.90833,164.40988,,,,,,,,,,
41915.90972,122.57343,,,,,,,,,,
41915.91111,87.58740,,,,,,,,,,
41915.91389,68.01480,,,,,,,,,,
41915.91667,43.79370,,,,,,,,,,
41915.91806,30.82685,,,,,,,,,,
41915.92083,19.57260,,,,,,,,,,
41915.92361,11.25425,,,,,,,,,,
41915.93472,5.38247,,,,,,,,,,
41915.93750,5.38247,,,,,,,,,,
41915.94028,19.57260,,,,,,,,,,
41915.95000,11.25425,,,,,,,,,,
41915.95833,7.82904,,,,,,,,,,
41915.97917,5.38247,,,,,,,,,,
41916.00000,5.38247,,,,,,,,,,
41916.02083,5.38247,,,,,,,,,,
41916.04167,5.38247,,,,,,,,,,
41916.06250,3.18055,,,,,,,,,,
41916.08333,3.18055,,,,,,,,,,
41916.10417,3.18055,,,,,,,,,,
41916.12500,3.18055,,,,,,,,,,
41916.14583,3.18055,,,,,,,,,,
41916.16667,3.18055,,,,,,,,,,
41916.18750,3.18055,,,,,,,,,,
41916.20833,3.18055,,,,,,,,,,
41916.22917,3.18055,,,,,,,,,,
41916.25000,3.18055,,,,,,,,,,
41916.27083,3.18055,,,,,,,,,,
41916.29167,3.18055,,,,,,,,,,
41916.31250,3.18055,,,,,,,,,,
41916.33333,3.18055,,,,,,,,,,
41916.35417,3.18055,,,,,,,,,,
41916.37500,3.18055,,,,,,,,,,
41916.39583,3.18055,,,,,,,,,,
41916.41667,3.18055,,,,,,,,,,
41916.43750,3.18055,,,,,,,,,,
41916.45833,3.18055,,,,,,,,,,
41916.47917,3.18055,,,,,,,,,,
41916.50000,3.18055,,,,,,,,,,
41916.52083,3.18055,,,,,,,,,,
41916.54167,3.18055,,,,,,,,,,
41916.56250,3.18055,,,,,,,,,,
41916.58333,1.46795,,,,,,,,,,
41916.60417,1.46795,,,,,,,,,,
41916.62500,1.46795,,,,,,,,,,
41916.64583,1.46795,,,,,,,,,,
41916.66667,1.46795,,,,,,,,,,
41916.68750,1.46795,,,,,,,,,,
41916.70833,1.46795,,,,,,,,,,
41916.72917,1.46795,,,,,,,,,,
41916.75000,1.46795,,,,,,,,,,
41916.77083,3.18055,,,,,,,,,,
41916.79167,3.18055,,,,,,,,,,
41916.81250,3.18055,,,,,,,,,,
41916.83333,3.18055,,,,,,,,,,
41916.85417,3.18055,,,,,,,,,,
41916.87500,3.18055,,,,,,,,,,
41916.89583,3.18055,,,,,,,,,,
41916.91667,3.18055,,,,,,,,,,
41916.93750,3.18055,,,,,,,,,,
41916.95833,3.18055,,,,,,,,,,
41916.97917,3.18055,,,,,,,,,,
41917.00000,3.18055,,,,,,,,,,
41917.02083,3.18055,,,,,,,,,,
41917.04167,3.18055,,,,,,,,,,
41917.06250,3.18055,,,,,,,,,,
41917.08333,3.18055,,,,,,,,,,
41917.10417,3.18055,,,,,,,,,,
41917.12500,3.18055,,,,,,,,,,
41917.14583,3.18055,,,,,,,,,,
41917.16667,3.18055,,,,,,,,,,
41917.18750,3.18055,,,,,,,,,,
41917.20833,3.18055,,,,,,,,,,
41917.22917,3.18055,,,,,,,,,,
41917.25000,3.18055,,,,,,,,,,
41917.27083,3.18055,,,,,,,,,,
41917.29167,3.18055,,,,,,,,,,
41917.31250,3.18055,,,,,,,,,,
41917.33333,3.18055,,,,,,,,,,
41917.35417,3.18055,,,,,,,,,,
41917.37500,3.18055,,,,,,,,,,
41917.39583,3.18055,,,,,,,,,,
41917.41667,3.18055,,,,,,,,,,
41917.43750,3.18055,,,,,,,,,,
41917.45833,3.18055,,,,,,,,,,
41917.47917,3.18055,,,,,,,,,,
41917.50000,3.18055,,,,,,,,,,
41917.52083,3.18055,,,,,,,,,,
41917.54167,3.18055,,,,,,,,,,
41917.56250,3.18055,,,,,,,,,,
41917.58333,1.46795,,,,,,,,,,
41917.60417,1.46795,,,,,,,,,,
41917.62500,1.46795,,,,,,,,,,
41917.64583,0.00000,,,,,,,,,,
41917.66667,0.00000,,,,,,,,,,
41917.68750,0.00000,,,,,,,,,,
41917.70833,0.00000,,,,,,,,,,
41917.72917,0.00000,,,,,,,,,,
41917.73889,14.92411,,,,,,,,,,
41917.75000,11.25425,,,,,,,,,,
41917.76389,5.38247,,,,,,,,,,
41917.77083,11.25425,,,,,,,,,,
41917.79167,7.82904,,,,,,,,,,
41917.81250,5.38247,,,,,,,,,,
41917.83333,5.38247,,,,,,,,,,
41917.85417,3.18055,,,,,,,,,,
41917.87500,3.18055,,,,,,,,,,
41917.89583,5.38247,,,,,,,,,,
41917.91667,5.38247,,,,,,,,,,
41917.93750,5.38247,,,,,,,,,,
41917.95833,5.38247,,,,,,,,,,
41917.97917,3.18055,,,,,,,,,,
41918.00000,5.38247,,,,,,,,,,
41918.02083,3.18055,,,,,,,,,,
41918.04167,3.18055,,,,,,,,,,
41918.06250,5.38247,,,,,,,,,,
41918.08333,5.38247,,,,,,,,,,
41918.10417,5.38247,,,,,,,,,,
41918.12500,5.38247,,,,,,,,,,
41918.14583,5.38247,,,,,,,,,,
41918.16667,5.38247,,,,,,,,,,
41918.18750,5.38247,,,,,,,,,,
41918.20833,5.38247,,,,,,,,,,
41918.22917,5.38247,,,,,,,,,,
41918.25000,5.38247,,,,,,,,,,
41918.27083,3.18055,,,,,,,,,,
41918.29167,5.38247,,,,,,,,,,
41918.31250,3.18055,,,,,,,,,,
41918.33333,5.38247,,,,,,,,,,
41918.35417,5.38247,,,,,,,,,,
41918.37500,3.18055,,,,,,,,,,
41918.39583,3.18055,,,,,,,,,,
41918.41667,5.38247,,,,,,,,,,
41918.43333,19.57260,,,,,,,,,,
41918.43750,19.57260,,,,,,,,,,
41918.44861,11.25425,,,,,,,,,,
41918.45278,19.57260,,,,,,,,,,
41918.45417,43.79370,,,,,,,,,,
41918.45833,68.01480,,,,,,,,,,
41918.45972,87.58740,,,,,,,,,,
41918.46250,59.20713,,,,,,,,,,
41918.46389,43.79370,,,,,,,,,,
41918.46528,30.82685,,,,,,,,,,
41918.47222,135.78494,,,,,,,,,,
41918.47361,98.59699,,,,,,,,,,
41918.47500,68.01480,,,,,,,,,,
41918.47917,77.55644,,,,,,,,,,
41918.48056,59.20713,,,,,,,,,,
41918.48472,77.55644,,,,,,,,,,
41918.48611,98.59699,,,,,,,,,,
41918.49028,135.78494,,,,,,,,,,
41918.49306,110.34056,,,,,,,,,,
41918.49444,87.58740,,,,,,,,,,
41918.49722,68.01480,,,,,,,,,,
41918.50000,98.59699,,,,,,,,,,
41918.50139,122.57343,,,,,,,,,,
41918.50556,98.59699,,,,,,,,,,
41918.50694,68.01480,,,,,,,,,,
41918.51250,51.37809,,,,,,,,,,
41918.51389,36.94329,,,,,,,,,,
41918.51667,24.71041,,,,,,,,,,
41918.51944,14.92411,,,,,,,,,,
41918.52083,14.92411,,,,,,,,,,
41918.53750,24.71041,,,,,,,,,,
41918.53889,43.79370,,,,,,,,,,
41918.54028,77.55644,,,,,,,,,,
41918.54167,77.55644,,,,,,,,,,
41918.54306,59.20713,,,,,,,,,,
41918.54444,43.79370,,,,,,,,,,
41918.54722,24.71041,,,,,,,,,,
41918.55000,14.92411,,,,,,,,,,
41918.55694,7.82904,,,,,,,,,,
41918.56250,7.82904,,,,,,,,,,
41918.58333,5.38247,,,,,,,,,,
41918.59861,11.25425,,,,,,,,,,
41918.60000,19.57260,,,,,,,,,,
41918.60139,30.82685,,,,,,,,,,
41918.60417,24.71041,,,,,,,,,,
41918.60694,14.92411,,,,,,,,,,
41918.61528,7.82904,,,,,,,,,,
41918.62500,7.82904,,,,,,,,,,
41918.64583,5.38247,,,,,,,,,,
41918.66667,5.38247,,,,,,,,,,
41918.68750,5.38247,,,,,,,,,,
41918.70833,5.38247,,,,,,,,,,
41918.72917,5.38247,,,,,,,,,,
41918.75000,5.38247,,,,,,,,,,
41918.77083,5.38247,,,,,,,,,,
41918.79167,5.38247,,,,,,,,,,
41918.80139,30.82685,,,,,,,,,,
41918.80278,149.73042,,,,,,,,,,
41918.80417,213.34139,,,,,,,,,,
41918.80972,164.40988,,,,,,,,,,
41918.81111,87.58740,,,,,,,,,,
41918.81250,59.20713,,,,,,,,,,
41918.81389,36.94329,,,,,,,,,,
41918.81667,19.57260,,,,,,,,,,
41918.82083,11.25425,,,,,,,,,,
41918.83333,7.82904,,,,,,,,,,
41918.85417,5.38247,,,,,,,,,,
41918.87500,5.38247,,,,,,,,,,
41918.89444,14.92411,,,,,,,,,,
41918.89583,24.71041,,,,,,,,,,
41918.89722,36.94329,,,,,,,,,,
41918.89861,51.37809,,,,,,,,,,
41918.90139,87.58740,,,,,,,,,,
41918.90556,68.01480,,,,,,,,,,
41918.91250,43.79370,,,,,,,,,,
41918.91389,30.82685,,,,,,,,,,
41918.91667,19.57260,,,,,,,,,,
41918.92083,11.25425,,,,,,,,,,
41918.93750,7.82904,,,,,,,,,,
41918.95833,7.82904,,,,,,,,,,
41918.97917,5.38247,,,,,,,,,,
41919.00000,5.38247,,,,,,,,,,
41919.02083,5.38247,,,,,,,,,,
41919.04167,5.38247,,,,,,,,,,
41919.06250,5.38247,,,,,,,,,,
41919.08333,5.38247,,,,,,,,,,
41919.10417,5.38247,,,,,,,,,,
41919.12500,5.38247,,,,,,,,,,
41919.14583,5.38247,,,,,,,,,,
41919.16667,5.38247,,,,,,,,,,
41919.18750,5.38247,,,,,,,,,,
41919.20833,5.38247,,,,,,,,,,
41919.22917,5.38247,,,,,,,,,,
41919.25000,5.38247,,,,,,,,,,
41919.27083,5.38247,,,,,,,,,,
41919.29167,5.38247,,,,,,,,,,
41919.31250,5.38247,,,,,,,,,,
41919.33333,5.38247,,,,,,,,,,
41919.35417,5.38247,,,,,,,,,,
41919.36389,11.25425,,,,,,,,,,
41919.36806,19.57260,,,,,,,,,,
41919.37361,11.25425,,,,,,,,,,
41919.37500,11.25425,,,,,,,,,,
41919.39583,7.82904,,,,,,,,,,
41919.41528,110.34056,,,,,,,,,,
41919.41667,149.73042,,,,,,,,,,
41919.41806,77.55644,,,,,,,,,,
41919.41944,43.79370,,,,,,,,,,
41919.42083,30.82685,,,,,,,,,,
41919.42361,19.57260,,,,,,,,,,
41919.42639,11.25425,,,,,,,,,,
41919.43750,11.25425,,,,,,,,,,
41919.45833,7.82904,,,,,,,,,,
41919.47917,7.82904,,,,,,,,,,
41919.50000,5.38247,,,,,,,,,,
41919.52083,5.38247,,,,,,,,,,
41919.53611,11.25425,,,,,,,,,,
41919.54028,19.57260,,,,,,,,,,
41919.54167,24.71041,,,,,,,,,,
41919.54444,43.79370,,,,,,,,,,
41919.54583,59.20713,,,,,,,,,,
41919.55139,36.94329,,,,,,,,,,
41919.55417,24.71041,,,,,,,,,,
41919.55694,14.92411,,,,,,,,,,
41919.56250,11.25425,,,,,,,,,,
41919.58333,14.92411,,,,,,,,,,
41919.58611,24.71041,,,,,,,,,,
41919.59444,43.79370,,,,,,,,,,
41919.59722,68.01480,,,,,,,,,,
41919.59861,98.59699,,,,,,,,,,
41919.60000,122.57343,,,,,,,,,,
41919.60417,110.34056,,,,,,,,,,
41919.60694,135.78494,,,,,,,,,,
41919.60833,98.59699,,,,,,,,,,
41919.60972,77.55644,,,,,,,,,,
41919.61250,51.37809,,,,,,,,,,
41919.61389,36.94329,,,,,,,,,,
41919.61944,51.37809,,,,,,,,,,
41919.62222,68.01480,,,,,,,,,,
41919.62500,87.58740,,,,,,,,,,
41919.63056,122.57343,,,,,,,,,,
41919.63333,98.59699,,,,,,,,,,
41919.64028,77.55644,,,,,,,,,,
41919.64583,68.01480,,,,,,,,,,
41919.64722,51.37809,,,,,,,,,,
41919.64861,36.94329,,,,,,,,,,
41919.65139,24.71041,,,,,,,,,,
41919.65556,14.92411,,,,,,,,,,
41919.66667,11.25425,,,,,,,,,,
41919.68750,7.82904,,,,,,,,,,
41919.70833,7.82904,,,,,,,,,,
41919.72917,7.82904,,,,,,,,,,
41919.75000,7.82904,,,,,,,,,,
41919.77083,43.79370,,,,,,,,,,
41919.77222,177.37673,,,,,,,,,,
41919.77500,87.58740,,,,,,,,,,
41919.77639,51.37809,,,,,,,,,,
41919.77778,36.94329,,,,,,,,,,
41919.77917,24.71041,,,,,,,,,,
41919.78333,14.92411,,,,,,,,,,
41919.78889,98.59699,,,,,,,,,,
41919.79167,59.20713,,,,,,,,,,
41919.79306,36.94329,,,,,,,,,,
41919.79583,24.71041,,,,,,,,,,
41919.80000,14.92411,,,,,,,,,,
41919.81250,11.25425,,,,,,,,,,
41919.83333,7.82904,,,,,,,,,,
41919.85417,7.82904,,,,,,,,,,
41919.87500,7.82904,,,,,,,,,,
41919.89583,7.82904,,,,,,,,,,
41919.91667,7.82904,,,,,,,,,,
41919.93750,7.82904,,,,,,,,,,
41919.95833,7.82904,,,,,,,,,,
41919.97917,7.82904,,,,,,,,,,
41920.00000,7.82904,,,,,,,,,,
41920.02083,7.82904,,,,,,,,,,
41920.04167,7.82904,,,,,,,,,,
41920.06250,7.82904,,,,,,,,,,
41920.08333,7.82904,,,,,,,,,,
41920.10417,7.82904,,,,,,,,,,
41920.12500,7.82904,,,,,,,,,,
41920.14583,7.82904,,,,,,,,,,
41920.16667,7.82904,,,,,,,,,,
41920.18750,7.82904,,,,,,,,,,
41920.20833,7.82904,,,,,,,,,,
41920.22917,7.82904,,,,,,,,,,
41920.25000,7.82904,,,,,,,,,,
41920.27083,7.82904,,,,,,,,,,
41920.29167,7.82904,,,,,,,,,,
41920.31250,7.82904,,,,,,,,,,
41920.33333,7.82904,,,,,,,,,,
41920.35417,7.82904,,,,,,,,,,
41920.37500,7.82904,,,,,,,,,,
41920.39583,7.82904,,,,,,,,,,
41920.41667,7.82904,,,,,,,,,,
41920.43750,7.82904,,,,,,,,,,
41920.45833,7.82904,,,,,,,,,,
41920.47917,7.82904,,,,,,,,,,
41920.50000,7.82904,,,,,,,,,,
41920.52083,7.82904,,,,,,,,,,
41920.54167,7.82904,,,,,,,,,,
41920.56250,5.38247,,,,,,,,,,
41920.58333,5.38247,,,,,,,,,,
41920.60417,7.82904,,,,,,,,,,
41920.62500,7.82904,,,,,,,,,,
41920.64583,5.38247,,,,,,,,,,
41920.66667,7.82904,,,,,,,,,,
41920.68750,7.82904,,,,,,,,,,
41920.70833,5.38247,,,,,,,,,,
41920.72917,5.38247,,,,,,,,,,
41920.75000,7.82904,,,,,,,,,,
41920.77083,7.82904,,,,,,,,,,
41920.79167,7.82904,,,,,,,,,,
41920.81250,7.82904,,,,,,,,,,
41920.83333,5.38247,,,,,,,,,,
41920.85417,5.38247,,,,,,,,,,
41920.87500,7.82904,,,,,,,,,,
41920.89583,7.82904,,,,,,,,,,
41920.91667,7.82904,,,,,,,,,,
41920.93750,7.82904,,,,,,,,,,
41920.95833,7.82904,,,,,,,,,,
41920.97917,7.82904,,,,,,,,,,
41921.00000,7.82904,,,,,,,,,,
41921.02083,7.82904,,,,,,,,,,
41921.04167,7.82904,,,,,,,,,,
41921.06250,7.82904,,,,,,,,,,
41921.08333,7.82904,,,,,,,,,,
41921.10417,7.82904,,,,,,,,,,
41921.12500,7.82904,,,,,,,,,,
41921.14583,7.82904,,,,,,,,,,
41921.16667,7.82904,,,,,,,,,,
41921.18750,7.82904,,,,,,,,,,
41921.20833,7.82904,,,,,,,,,,
41921.22917,7.82904,,,,,,,,,,
41921.25000,7.82904,,,,,,,,,,
41921.27083,7.82904,,,,,,,,,,
41921.29167,7.82904,,,,,,,,,,
41921.31250,7.82904,,,,,,,,,,
41921.33333,7.82904,,,,,,,,,,
41921.35417,7.82904,,,,,,,,,,
